Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,4G,Latitud,Longitud
SAN LUIS,Coronel Pringles,Río Grande,155,--,--,--,--,--,SI,--,--,-330485046022503.0,-660717543089664.0
SAN LUIS,Coronel Pringles,Riocito,83,--,--,--,--,--,--,--,--,-330964304439761.0,-65990838382791.0
SAN LUIS,Coronel Pringles,Saladillo,275,--,--,--,SI,--,SI,--,SI,-332005664915694.0,-658531363375249.0
SAN LUIS,Coronel Pringles,Valle De Pancanta,0,--,--,--,--,--,--,--,--,-3289747705.0,-6611113332.0
SAN LUIS,General Pedernera,5Ta Brigada,0,--,--,--,--,--,--,--,--,-337239942428561.0,-653810379035533.0
SAN LUIS,General Pedernera,Caldenadas,0,--,--,--,--,--,--,--,--,-337828408.0,-6572200942.0
SAN LUIS,General Pedernera,Colonia Don Antonio,0,--,--,--,--,--,--,--,--,-333245101084583.0,-652023655210938.0
SAN LUIS,General Pedernera,Coronel Alzogaray,0,--,--,--,--,--,--,--,--,-334478977099803.0,-655540435925998.0
SAN LUIS,General Pedernera,Country Club Los Caldenes,0,--,--,--,--,--,--,--,--,-337036125779234.0,-653290340917624.0
SAN LUIS,General Pedernera,Dique Vulpiani,0,--,--,--,--,--,--,--,SI,-336615469909619.0,-655357268932931.0
SAN LUIS,General Pedernera,Juan Jorba,201,--,--,--,--,--,SI,SI,SI,-336132806299836.0,-652717502963014.0
SAN LUIS,General Pedernera,Juan Llerena,272,--,--,--,--,--,SI,SI,--,-332811132563767.0,-656145766804084.0
SAN LUIS,General Pedernera,Justo Daract,10135,SI,--,SI,--,--,SI,SI,SI,-338585834476817.0,-651870408754728.0
SAN LUIS,General Pedernera,La Angelina,0,--,--,--,--,--,SI,--,--,-3436107586.0,-6532806491.0
SAN LUIS,General Pedernera,La Esquina,0,--,--,--,--,--,--,--,SI,-331414847646299.0,-653746164457243.0
SAN LUIS,General Pedernera,La Punilla,192,--,--,--,--,--,SI,SI,--,-331429537099622.0,-650861306811866.0
SAN LUIS,General Pedernera,La Ribera,0,--,--,--,--,--,--,--,SI,-336918122338202.0,-655007310600543.0
SAN LUIS,General Pedernera,Las Isletas,0,--,--,--,--,--,--,--,--,-3380238388.0,-6555150692.0
SAN LUIS,General Pedernera,Lavaisse,68,--,--,--,--,--,SI,--,--,-338221476840744.0,-654237934358157.0
SAN LUIS,General Pedernera,Liborio Luna,0,--,--,--,--,--,--,--,SI,-3358674752.0,-6563569492.0
SAN LUIS,General Pedernera,Nación Ranquel,57,--,--,--,--,--,--,--,--,-346086190002894.0,-657348529983919.0
SAN LUIS,General Pedernera,Rio Quinto,0,--,--,--,--,--,--,--,--,-338502052260623.0,-652765475153146.0
SAN LUIS,General Pedernera,San José del Morro,91,--,--,--,--,--,SI,--,--,-332119853031031.0,-654927334484497.0
SANTA FE,San Lorenzo,Coronel Arnold,857,--,--,--,SI,--,--,SI,SI,-331066175391399.0,-609665015588484.0
SANTA FE,San Lorenzo,Fray Luis Beltrán,15176,SI,SI,--,SI,--,--,SI,SI,-327855581880336.0,-607291236444004.0
SANTA FE,San Lorenzo,Fuentes,2791,SI,--,--,SI,--,--,SI,SI,-331744416497872.0,-610750536976089.0
SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),836,--,SI,--,--,--,SI,SI,SI,-32784870422621.0,-609076379614075.0
SANTA FE,San Lorenzo,Puerto General San Martín,13243,--,--,--,SI,SI,SI,--,SI,-327190025958741.0,-607334925388318.0
SANTA FE,San Lorenzo,Pujato,3370,SI,--,--,--,--,SI,SI,SI,-330195733543103.0,-610438316490822.0
SANTA FE,San Lorenzo,Ricardone,2570,SI,SI,--,SI,SI,SI,SI,SI,-327736805491372.0,-60786927658223.0
SANTA FE,San Lorenzo,Roldán,14113,SI,SI,--,SI,--,SI,SI,SI,-329023879302416.0,-609108827950649.0
SANTA FE,San Lorenzo,San Jerónimo Sud,2641,SI,SI,--,SI,--,--,SI,SI,-328787353332163.0,-610243903952404.0
SANTIAGO DEL ESTERO,Aguirre,Casares,122,--,--,--,--,--,--,--,--,-289529050173788.0,-627789682325651.0
SANTA FE,General Obligado,Florencia,5982,SI,SI,--,--,SI,SI,SI,SI,-280427359947317.0,-592187469070082.0
SANTA FE,General Obligado,Guadalupe Norte,654,SI,--,--,--,--,--,SI,SI,-289453022044499.0,-595634151929235.0
SANTA FE,General Obligado,Ingeniero Chanourdie,319,--,--,--,--,SI,SI,SI,--,-28759813885955.0,-595772324985847.0
SANTA FE,General Obligado,La Isleta,210,--,--,--,--,SI,--,--,--,-28493935731005.0,-592950745667521.0
SANTA FE,General Obligado,La Sarita,483,--,--,--,--,--,SI,SI,SI,-289728525913241.0,-598484991818248.0
SANTA FE,General Obligado,Lanteri,907,--,--,--,--,--,SI,SI,SI,-288429706211446.0,-596379287718138.0
SANTA FE,General Obligado,Las Garzas,1123,SI,--,--,--,--,--,SI,SI,-288490101824631.0,-595005781021303.0
SANTA FE,General Obligado,Las Toscas,10838,SI,SI,--,SI,SI,SI,SI,SI,-283540749299597.0,-592595521000375.0
SANTA FE,General Obligado,Los Laureles,364,--,--,--,--,--,--,SI,SI,-293701211027814.0,-597378677770758.0
SANTA FE,General Obligado,Malabrigo,6734,SI,SI,--,--,--,SI,SI,SI,-293506755184496.0,-599705883109423.0
SANTA FE,General Obligado,Paraje San Manuel,164,--,--,--,--,SI,--,SI,--,-288716623885107.0,-5986560439575.0
SANTA FE,General Obligado,Puerto Reconquista,1144,--,--,--,--,--,--,SI,SI,-292349873699001.0,-595802691789886.0
SAN LUIS,Junín,Talita,50,--,--,--,--,SI,SI,--,--,-322481203088315.0,-655838734087874.0
SAN LUIS,La Capital,Alto Pelado,119,--,--,--,--,--,SI,--,--,-338425029072214.0,-661375993056552.0
SAN LUIS,La Capital,Alto Pencoso,272,--,--,--,SI,--,SI,--,SI,-334306363842929.0,-669279669116981.0
SAN LUIS,La Capital,Balde,589,--,--,--,SI,SI,SI,--,SI,-333432695635018.0,-66626047423873.0
SAN LUIS,La Capital,Beazley,957,--,--,--,--,--,SI,--,--,-33757734110106.0,-666459600305752.0
SAN LUIS,La Capital,Boca Del Tigre,0,--,--,--,--,SI,--,--,--,-333687779642577.0,-664074181299698.0
SAN LUIS,La Capital,Cazador,100,--,--,--,--,--,SI,--,--,-338576584773376.0,-663696150667545.0
SAN LUIS,La Capital,Cerro Colorado,0,--,--,--,--,--,--,--,--,-332550955344668.0,-662286548309473.0
SAN LUIS,La Capital,Charlone,0,--,--,--,--,--,--,--,--,-338339098468774.0,-663197491639323.0
SAN LUIS,La Capital,Chosmes,47,--,--,--,--,--,SI,--,SI,-333959968949714.0,-667463973832244.0
SAN LUIS,La Capital,CRUZ DE PIEDRA,0,--,--,--,--,--,--,--,--,-33266266753132.0,-662171495179704.0
SAN LUIS,La Capital,Daniel Donovan,0,--,--,--,--,--,--,--,--,-333420464320009.0,-66228894185802.0
SAN LUIS,La Capital,Desaguadero,96,--,--,--,SI,--,SI,--,--,-334004585255775.0,-67148082207766.0
SAN LUIS,La Capital,El Charabon,0,--,--,--,--,--,--,--,--,-335760067.0,-6616051798.0
SAN LUIS,La Capital,El Chorrillo,0,--,--,--,--,--,--,--,SI,-332889484546354.0,-662580406259221.0
SAN LUIS,La Capital,El Volcán,1775,--,SI,--,--,--,SI,SI,--,-332512966067626.0,-661877022971966.0
SAN LUIS,La Capital,Estancia Grande,0,--,--,--,--,--,--,--,--,-3321809147.0,-6617707132.0
SAN LUIS,La Capital,Jarilla,46,--,--,--,--,--,SI,--,--,-33398658341972.0,-670274295478727.0
SAN LUIS,La Capital,Juan W. Gez,0,--,--,--,--,--,--,--,--,-333909752127021.0,-661322831796652.0
SAN LUIS,La Capital,Juana Koslay,12467,SI,--,SI,SI,--,SI,SI,--,-332889484546354.0,-662580406259221.0
SAN LUIS,La Capital,La Punta,13182,--,SI,--,SI,--,--,--,SI,-331816571259341.0,-66313607690249.0
SAN LUIS,La Capital,Las Barrancas,0,--,--,--,--,SI,SI,--,--,-336311225157713.0,-662841166130187.0
SAN LUIS,La Capital,Las Chacras,0,--,--,--,--,--,--,--,--,-332608224121538.0,-662381061398228.0
SALTA,Orán,San Ramón de la Nueva Orán,76070,SI,SI,--,SI,SI,--,SI,SI,-231298138873917.0,-643185884747041.0
SALTA,Orán,Urundel,2920,--,--,--,SI,SI,SI,SI,SI,-235516314679633.0,-643965188048038.0
SALTA,Rivadavia,Alto de la Sierra,450,--,--,--,SI,--,SI,--,--,-226893772924132.0,-624527756437584.0
SALTA,Rivadavia,Capitán Juan Pagé,213,--,--,--,--,--,SI,--,--,-237084876711103.0,-623817949445121.0
SALTA,Rivadavia,Coronel Juan Solá,4714,SI,--,--,SI,SI,SI,SI,SI,-234836432078231.0,-628913108733338.0
SALTA,Rivadavia,Hito 1,62,--,--,--,--,--,--,--,--,-219997109682413.0,-628237382800005.0
SALTA,Rivadavia,La Unión,2353,--,--,--,--,SI,--,--,SI,-239462046990241.0,-631119727442095.0
SALTA,Rivadavia,Los Blancos,1073,--,--,--,--,--,SI,--,SI,-23630147809494.0,-625972373009179.0
SALTA,Rivadavia,Pluma de Pato,529,--,--,--,--,--,SI,--,SI,-233808426324425.0,-630980556496311.0
SALTA,Rivadavia,Rivadavia,2155,--,--,--,SI,--,--,--,SI,-241928479299753.0,-628855846188739.0
SALTA,Rivadavia,Santa María,587,--,--,--,--,--,--,--,--,-221394975256357.0,-628383245890232.0
SALTA,Rivadavia,Santa Rosa,432,--,--,--,--,--,--,--,--,-240763765853123.0,-631236773681358.0
SALTA,Rivadavia,Santa Victoria Este,1809,SI,--,--,SI,SI,SI,SI,SI,-222772903307188.0,-627043719454645.0
SALTA,Rosario de la Frontera,Antilla,542,--,--,--,SI,SI,--,--,SI,-261367474431656.0,-646079955159401.0
SALTA,Rosario de la Frontera,Copo Quile,487,--,--,--,SI,--,--,--,SI,-260280256948964.0,-646831914609089.0
SALTA,Rosario de la Frontera,El Naranjo,161,--,--,--,SI,SI,--,--,SI,-257376092528727.0,-650197887857072.0
RIO NEGRO,El Cuy,Naupa Huen,170,--,--,--,SI,--,--,--,--,-398282845926545.0,-695089726874799.0
RIO NEGRO,El Cuy,Paso Córdova,48,--,--,--,--,--,--,--,--,-391153330396607.0,-676264974744394.0
RIO NEGRO,El Cuy,Valle Azul,726,--,--,--,--,SI,SI,SI,--,-391404827453952.0,-667285641693515.0
RIO NEGRO,General Roca,Allen,22859,SI,--,SI,SI,SI,SI,SI,SI,-389795106570689.0,-67828021398161.0
RIO NEGRO,General Roca,Bajo San Cayetano,462,--,--,--,--,--,SI,--,SI,-387513229744846.0,-680085536061591.0
RIO NEGRO,General Roca,Barda del Medio,1651,--,--,SI,--,SI,SI,SI,SI,-387246633358539.0,-681580560913419.0
RIO NEGRO,General Roca,Barrio Blanco,61,--,--,--,--,--,--,--,--,-390309641335839.0,-677863228650653.0
RIO NEGRO,General Roca,Barrio Calle Ciega Nº10,52,--,--,--,--,--,--,--,--,-390230092190232.0,-678005036132985.0
RIO NEGRO,General Roca,Barrio Calle Ciega Nº6,23,--,--,--,--,--,--,--,--,-390430891464152.0,-67752065842081.0
RIO NEGRO,General Roca,Barrio Canale,66,--,--,--,--,--,--,--,--,-390682963331395.0,-676389236900117.0
RIO NEGRO,General Roca,Barrio Chacra Monte,1900,--,--,--,--,--,SI,SI,SI,-390516494451284.0,-676345853523327.0
RIO NEGRO,General Roca,Barrio Costa Este,267,--,--,--,--,--,--,--,--,-390418587269806.0,-678075970544366.0
RIO NEGRO,General Roca,Barrio Costa Linda,310,--,--,--,--,--,--,--,--,-389435967131876.0,-679095130600985.0
RIO NEGRO,General Roca,Barrio Costa Oeste,834,--,--,--,--,--,--,--,SI,-390280740237159.0,-678406950461568.0
RIO NEGRO,General Roca,Barrio Destacamento,40,--,--,--,--,SI,--,--,--,-37688801948065.0,-678695487107459.0
RIO NEGRO,General Roca,Barrio El Labrador,263,--,--,--,--,--,SI,--,--,-386719231721601.0,-682343296924898.0
RIO NEGRO,General Roca,Barrio El Maruchito,51,--,--,--,--,--,--,--,--,-389965483470472.0,-677600066651023.0
RIO NEGRO,General Roca,Barrio El Petróleo,84,--,--,--,--,--,SI,--,--,-390639270176593.0,-675120162799717.0
RIO NEGRO,General Roca,Barrio El Treinta,0,--,--,--,--,--,--,--,SI,-388937119363148.0,-67971068167392.0
RIO NEGRO,General Roca,Barrio Emergente,44,--,--,--,--,--,--,--,--,-39001652251504.0,-678506842254546.0
RIO NEGRO,General Roca,Barrio Fátima,136,--,--,--,--,--,SI,--,--,-3905317.0,-6747297.0
RIO NEGRO,General Roca,Barrio Frontera,69,--,--,--,--,--,SI,--,--,-39071916321907.0,-677129100460388.0
RIO NEGRO,General Roca,Barrio Goretti,0,--,--,--,--,--,--,--,--,-389655980210737.0,-679509550220406.0
RIO NEGRO,9 de Julio,Prahuaniyeu,147,--,--,--,--,SI,--,SI,--,-413591519247092.0,-679314763422669.0
RIO NEGRO,9 de Julio,Sierra Colorada,1542,--,--,--,SI,SI,SI,--,SI,-405850993527615.0,-677555445864448.0
RIO NEGRO,9 de Julio,Treneta,27,--,--,--,--,--,SI,--,--,-408508277432449.0,-669816846927042.0
RIO NEGRO,9 de Julio,Yaminué,92,--,--,--,--,--,SI,--,--,-408429274507992.0,-671922500656909.0
RIO NEGRO,Adolfo Alsina,Bahía Creek,5,--,--,--,--,--,--,--,--,-410954235915941.0,-639092240856567.0
RIO NEGRO,Adolfo Alsina,El Cóndor,746,--,--,--,--,--,SI,SI,SI,-41043074401021.0,-628212339732456.0
RIO NEGRO,Adolfo Alsina,El Juncal,83,--,--,--,--,--,--,--,--,-408040464324129.0,-63119258465235.0
RIO NEGRO,Adolfo Alsina,Guardia Mitre,856,--,--,--,--,SI,SI,SI,SI,-404302951883973.0,-636719140103256.0
RIO NEGRO,Adolfo Alsina,La Lobería,1,--,--,--,--,--,--,--,--,-411541008885686.0,-631234800366544.0
RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,665,--,--,--,--,--,--,--,--,-408722977227525.0,-629146635826372.0
RIO NEGRO,Adolfo Alsina,Pozo Salado,5,--,--,--,--,--,--,--,--,-410178488120515.0,-641403933053127.0
RIO NEGRO,Adolfo Alsina,San Javier,530,--,--,--,--,SI,SI,SI,--,-407472509496074.0,-632646524967149.0
RIO NEGRO,Adolfo Alsina,Viedma,52789,SI,SI,SI,SI,SI,SI,SI,SI,-408093232712389.0,-629853203682712.0
RIO NEGRO,Avellaneda,Barrio Unión,89,--,--,--,--,--,--,--,--,-391585373145235.0,-661856066477135.0
RIO NEGRO,Avellaneda,Chelforó,71,--,--,--,--,--,--,--,--,-390881631155042.0,-665209546613811.0
RIO NEGRO,Avellaneda,Chimpay,4025,--,--,--,SI,SI,--,--,SI,-391651527318617.0,-661447069274027.0
RIO NEGRO,Avellaneda,Choele Choel,10146,SI,SI,SI,SI,SI,SI,SI,SI,-392884543350453.0,-65663280823108.0
SALTA,Rosario de la Frontera,El Potrero,462,--,--,--,SI,SI,--,--,--,-26063895233234.0,-64656831424558.0
RIO NEGRO,Avellaneda,Coronel Belisle,1764,--,--,--,SI,SI,SI,SI,SI,-391858299915745.0,-659563191181266.0
RIO NEGRO,Avellaneda,Darwin,1148,--,--,--,SI,SI,SI,--,SI,-392026912901608.0,-657409172296959.0
RIO NEGRO,Avellaneda,Lamarque,7686,--,SI,SI,SI,SI,SI,SI,SI,-394232652920959.0,-657014504976777.0
RIO NEGRO,Avellaneda,Luis Beltrán,5603,--,SI,SI,SI,SI,SI,SI,SI,-393088800984468.0,-657648714193881.0
RIO NEGRO,Avellaneda,Pomona,737,--,SI,--,--,SI,SI,--,SI,-394841604573414.0,-656124600513947.0
RIO NEGRO,Bariloche,Arelauquen,460,--,--,--,--,--,--,--,SI,-411700881080441.0,-713851119262238.0
RIO NEGRO,Bariloche,Barrio El Pilar,521,--,--,--,--,--,--,--,SI,-411814203033089.0,-713493437707973.0
RIO NEGRO,Bariloche,Colonia Suiza,150,--,--,--,--,--,--,--,SI,-410947497360429.0,-71505527376881.0
RIO NEGRO,Bariloche,El Bolsón,17061,SI,SI,--,SI,SI,SI,SI,SI,-419804859657332.0,-715336172136647.0
RIO NEGRO,Bariloche,El Foyel,155,--,--,--,--,SI,--,--,SI,-416571199223738.0,-714592776287102.0
RIO NEGRO,Bariloche,Mallín Ahogado,65,--,--,--,--,--,--,--,--,-418412736734112.0,-715091292986442.0
RIO NEGRO,Bariloche,Rio Villegas,75,--,--,--,--,SI,--,SI,--,-415822159155763.0,-715012934002795.0
RIO NEGRO,General Roca,Barrio Guerrico,52,SI,--,SI,SI,--,SI,SI,--,-390416838101557.0,-677340081423714.0
RIO NEGRO,General Roca,Barrio Isla 10,312,--,--,--,--,--,SI,--,--,-389966443708843.0,-679181463726224.0
RIO NEGRO,General Roca,Barrio La Barda,71,--,--,--,--,--,SI,--,--,-390494648024568.0,-67217793659392.0
RIO NEGRO,General Roca,Barrio La Costa,94,--,--,--,--,--,--,--,--,-390753070627553.0,-675392261916358.0
RIO NEGRO,General Roca,Barrio La Costa,94,--,--,--,--,--,SI,--,--,-390753070627553.0,-675392261916358.0
RIO NEGRO,General Roca,Barrio La Defensa,209,--,--,--,--,--,SI,--,--,-390331815789057.0,-673862477660724.0
RIO NEGRO,General Roca,Barrio La Herradura,49,--,--,--,--,--,--,--,--,-390370774236916.0,-677820594526764.0
RIO NEGRO,General Roca,Barrio La Lor,0,--,--,--,--,--,--,--,SI,-38940397.0,-680307899442508.0
RIO NEGRO,General Roca,Barrio La Ribera - Barrio APYCAR,470,--,--,--,--,--,SI,--,SI,-390772588097086.0,-675794991279564.0
RIO NEGRO,General Roca,Barrio Las Angustias,653,--,--,--,--,--,--,--,SI,-390298112121202.0,-675009911848666.0
RIO NEGRO,General Roca,Barrio Luisillo,52,--,--,--,--,--,SI,--,--,-390514047890722.0,-673468986066245.0
RIO NEGRO,General Roca,Barrio Mar del Plata,35,--,--,--,--,--,SI,--,--,-390827873095255.0,-676523985545637.0
RIO NEGRO,General Roca,Barrio María Elvira,162,--,--,--,--,--,--,--,SI,-389901442627179.0,-679613095600255.0
RIO NEGRO,General Roca,Barrio Moño Azul,39,--,--,--,--,--,SI,--,--,-391306874014844.0,-668941649716278.0
RIO NEGRO,General Roca,Barrio Mosconi,564,--,--,--,--,--,SI,SI,SI,-390907183953718.0,-675898603467619.0
RIO NEGRO,General Roca,Barrio Norte (municipio de Cinco Saltos),0,--,--,--,--,--,--,--,--,-388680463297555.0,-680191261381801.0
RIO NEGRO,General Roca,Barrio Norte (municipio de Cipolletti),34,--,--,--,--,--,SI,--,--,-388689463297555.0,-680191261381801.0
RIO NEGRO,General Roca,Barrio Pinar,38,--,--,--,--,--,SI,--,--,-376748275939008.0,-678736521306821.0
RIO NEGRO,General Roca,Barrio Pino Azul,0,--,--,--,--,--,--,--,SI,-39055737401237.0,-675935301061017.0
RIO NEGRO,General Roca,Barrio Porvenir,39,--,--,--,--,--,SI,--,--,-390430283937958.0,-674642040039168.0
RIO NEGRO,General Roca,Barrio Presidente Perón,0,--,--,--,--,--,--,--,--,-387961848310008.0,-680734334344623.0
RIO NEGRO,General Roca,Barrio Puente 83,2512,--,--,--,--,--,SI,--,--,-389655980210737.0,-679509550220406.0
RIO NEGRO,General Roca,Barrio Puente De Madera,0,--,--,--,--,--,--,--,--,-389589646944033.0,-679492414342193.0
RIO NEGRO,General Roca,Barrio Santa Lucia,163,--,--,--,--,--,SI,--,--,-390282517975929.0,-672984549123711.0
RIO NEGRO,General Roca,Barrio Santa Rita,258,--,--,--,--,--,SI,--,--,-391260785745275.0,-671035165050666.0
RIO NEGRO,General Roca,Barrio Tres Luces,0,--,--,--,--,--,--,--,SI,-389386794797604.0,-679440033559728.0
RIO NEGRO,General Roca,Catriel,17584,--,--,--,SI,SI,SI,--,SI,-378815288625891.0,-677945569701758.0
RIO NEGRO,General Roca,Cervantes,3252,--,SI,--,--,SI,SI,SI,SI,-390515785846632.0,-673930560378066.0
RIO NEGRO,General Roca,Chichinales,3057,--,--,--,SI,SI,SI,SI,SI,-391148814347412.0,-669425150029993.0
RIO NEGRO,General Roca,Cinco Saltos,22790,SI,--,SI,SI,SI,SI,SI,SI,-388275620197177.0,-680660962055201.0
RIO NEGRO,General Roca,Cipolletti,77713,SI,SI,SI,SI,SI,SI,SI,SI,-389388659.0,-679976147.0
RIO NEGRO,General Roca,Contralmirante Cordero,1000,--,--,--,--,SI,SI,SI,SI,-387570062611988.0,-680994972104866.0
RIO NEGRO,General Roca,Ferri,1385,--,--,--,--,--,SI,--,SI,-388871754648156.0,-680068433988189.0
RIO NEGRO,General Roca,General Enrique Godoy,3112,--,--,--,SI,SI,SI,--,SI,-390795501222919.0,-671575508259755.0
RIO NEGRO,General Roca,General Fernández Oro,6772,SI,--,SI,SI,SI,SI,SI,SI,-3895436020459.0,-679251089784989.0
RIO NEGRO,General Roca,General Roca,81534,SI,SI,SI,SI,SI,SI,SI,SI,-390267025182087.0,-675748540962425.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,6227,SI,--,SI,SI,SI,SI,SI,SI,-390711757468082.0,-672328876350348.0
RIO NEGRO,General Roca,Ingeniero Otto Krause,295,--,--,--,--,--,SI,--,--,-391114281023989.0,-669939096262054.0
RIO NEGRO,General Roca,Mainqué,1848,--,--,--,--,SI,SI,--,SI,-390637561999382.0,-673042811813575.0
RIO NEGRO,General Roca,Paso Córdova,1024,--,--,--,--,--,SI,--,--,-391077504096641.0,-676277074998828.0
RIO NEGRO,General Roca,Península Ruca Co,158,--,--,--,--,--,--,--,--,-387010665100453.0,-680277179698786.0
RIO NEGRO,General Roca,Peñas Blancas,0,--,--,--,--,SI,--,--,--,-376830439804041.0,-678688871212575.0
RIO NEGRO,General Roca,Puente Cero,653,--,--,--,--,--,SI,--,SI,-3904360.0,-6755440.0
RIO NEGRO,General Roca,Sargento Vidal,814,--,--,--,--,--,SI,--,SI,-386856409614896.0,-681580780282182.0
RIO NEGRO,General Roca,Tres Luces,0,--,--,--,--,--,--,--,--,-389655980210737.0,-679509550220406.0
RIO NEGRO,General Roca,Villa Alberdi,693,--,--,--,--,--,SI,--,--,-391283463654662.0,-670481125141998.0
RIO NEGRO,General Roca,Villa del Parque,432,--,--,--,--,--,SI,--,--,-391258079817539.0,-669976300412367.0
RIO NEGRO,General Roca,Villa Manzano,2697,--,--,--,--,SI,SI,SI,SI,-386806041543676.0,-682157180851266.0
RIO NEGRO,General Roca,Villa Regina,30028,SI,--,SI,SI,SI,SI,SI,SI,-390962966627004.0,-670828092630939.0
RIO NEGRO,General Roca,Villa San Isidro,607,--,--,--,SI,--,SI,--,--,-387064851078187.0,-681737455217997.0
RIO NEGRO,Ñorquincó,Las Bayas,66,--,--,--,--,--,--,--,--,-414504057812872.0,-706827894626766.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,936,--,SI,--,SI,SI,SI,--,SI,-390361229259361.0,-640139390564756.0
RIO NEGRO,Pichi Mahuida,Juventud Unida,63,--,--,--,SI,--,--,--,--,-390125652171478.0,-640650447267437.0
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,46,--,--,--,--,--,--,--,--,-388296136177488.0,-649374198062825.0
RIO NEGRO,Pichi Mahuida,Río Colorado,11733,SI,SI,SI,SI,SI,SI,SI,SI,-389914136078743.0,-640874682295519.0
RIO NEGRO,Pichi Mahuida,Salto Andersen,16,--,--,--,--,SI,--,--,--,-388229789232812.0,-648182778708068.0
RIO NEGRO,Pilcaniyeu,Cañadón Chileno,44,--,--,--,--,--,--,--,--,-408843058831975.0,-700229634453504.0
RIO NEGRO,Pilcaniyeu,Comallo,1497,--,--,--,SI,SI,SI,--,SI,-410298746753183.0,-70269980649853.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,3469,SI,--,SI,SI,SI,SI,SI,SI,-410691934226159.0,-7116219332616.0
RIO NEGRO,Pilcaniyeu,Laguna Blanca,102,--,--,--,--,SI,--,--,--,-407925954846977.0,-698810399581108.0
RIO NEGRO,Pilcaniyeu,Ñirihuau,261,--,--,--,--,--,--,--,--,-410885592834836.0,-711369133751581.0
RIO NEGRO,Pilcaniyeu,Paso Flores,0,--,--,--,--,SI,--,--,--,-406020855452361.0,-706965424592972.0
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,757,--,--,--,--,SI,--,--,--,-411252901833754.0,-707216943906912.0
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,106,--,--,--,SI,--,--,--,--,-405448524836234.0,-700532314661515.0
RIO NEGRO,Pilcaniyeu,Villa Llanquín,113,--,--,--,--,SI,--,--,--,-409239102047089.0,-710338579770764.0
RIO NEGRO,San Antonio,El Empalme,81,--,--,--,--,--,--,--,--,-40706602544179.0,-650030743715644.0
RIO NEGRO,San Antonio,Las Grutas,4807,SI,--,SI,SI,SI,--,SI,SI,-40806093320236.0,-650847019757487.0
RIO NEGRO,San Antonio,Playas Doradas,194,--,--,--,--,--,SI,--,--,-416276787888305.0,-650236746017627.0
SAN JUAN,Chimbas,Chimbas,87258,SI,--,SI,SI,--,SI,SI,SI,-314929011532856.0,-684840477499344.0
SAN JUAN,Chimbas,El Mogote,0,--,--,--,--,--,--,--,--,-314800263304441.0,-684821821646732.0
SAN JUAN,Chimbas,Villa Paula Albarracin,0,--,--,--,--,--,SI,--,SI,-314936358990356.0,-685357082138994.0
SAN JUAN,Iglesia,Angualasto,316,--,--,--,--,--,SI,--,SI,-300536455973497.0,-691717079231376.0
SAN JUAN,Iglesia,Bella Vista,325,--,--,--,--,SI,SI,--,--,-304401531794669.0,-692447866603611.0
SAN JUAN,Iglesia,Iglesia,661,--,--,--,--,SI,SI,SI,--,-304128218913916.0,-692051642049627.0
SAN JUAN,Iglesia,Las Flores,906,--,--,--,--,SI,SI,SI,SI,-303242644504455.0,-692453069928074.0
SAN JUAN,Iglesia,Pismanta,98,--,--,--,--,SI,SI,--,--,-302709800462776.0,-692286104874715.0
SAN JUAN,Iglesia,Rodeo,2625,--,--,--,--,--,SI,SI,SI,-30209958054186.0,-691336132382893.0
SAN JUAN,Iglesia,Tudcum,699,--,--,--,--,SI,SI,SI,--,-301883781131447.0,-692702835946583.0
SAN JUAN,Jáchal,El Fical,0,--,--,--,--,--,--,--,--,-302202750575676.0,-686909967597496.0
SAN JUAN,Jáchal,El Fiscal,0,--,--,--,--,--,--,--,--,-302202750575676.0,-686909967597496.0
SAN JUAN,Jáchal,El Médano,96,--,--,--,--,--,SI,--,--,-301293832105379.0,-686791733044187.0
SAN JUAN,Jáchal,Gran China,484,--,--,--,--,--,SI,--,--,-301225273246059.0,-687161999143951.0
SAN JUAN,Jáchal,Huaco,1454,--,--,--,--,--,SI,SI,--,-301570667184839.0,-684809365791381.0
